18,./voice\sun_maru_23\condition2\c10.wav,0 days,0 days 00:00:13,23.899195,0.22825666,18.79507,24.300844,28.903229,10.108158,206.2411,153.56839,153.2785,77.1512,0.08094377,1.0105554,0.04960432,0.05597468,0.08418365,0.03457933,1.3378938,1.0694915,1.3961338,1.2976294,0.03288217,3.9204037,7.071663,1.3596306,10.027777,0.7746825,4.7054315,1.700156,3.1742384,2.0425422,0.12400502,1.1889427,2.1767914,0.5476637,-0.5858426,-9.740729,3.8774269,10.773076,29.408752,1.0051503,548.75543,0.33893856,1305.1346,0.15937832,-184.0961,-0.28457597,1593.427,0.16836302,1145.583,0.43533757,-184.72742,-0.2615466,2683.2974,0.10339958,818.44196,0.32383758,-185.26369,-0.2523705,-22.697718,-0.44239363,33.68542,0.3432322,0.038813267,0.83659816,-0.023229951,-0.6014093,0.2006457,1.5952239,28.088816,0.46195897,22.35785,0.5718495,10.12468,1.3571374,1.2227964,7.7559905,-8.238741,18.227764,0.005926121,-0.001406123,0.015007424,0.69284064,0.7727975,0.108,0.09249865,0.82285714,1.0052109,-46.84184,0.899999976,4,1,0,1
18,./voice\sun_maru_23\condition2\c11.wav,0 days,0 days 00:00:11,22.379723,0.39007324,16.424395,21.056328,26.025309,9.600914,353.5318,512.348,179.76222,158.35165,0.16451028,1.0601736,0.058770284,0.076109745,0.25157994,0.19280966,6.1931643,4.9858446,5.754935,6.0105233,0.108300224,1.7771486,12.705985,1.4423971,13.45167,0.7815392,1.0207783,10.558582,0.5257636,18.379292,0.12717175,1.265237,2.7103882,0.65044856,-3.309731,-1.4467934,-11.9938135,-2.9073784,21.93944,1.8675884,625.4615,0.28424177,1333.7084,0.19207135,-142.5845,-0.61684555,1619.3176,0.16839221,988.8813,0.2351593,-146.16458,-0.5551875,2774.5403,0.10871991,867.14484,0.35996222,-148.02237,-0.51930016,-18.04295,-0.65278727,32.82747,0.42176634,0.060516547,0.49483883,-0.027320908,-0.63390195,0.2865021,0.88002837,32.077717,0.5490106,17.971956,0.7342529,-3.0071883,-5.1359878,-3.7385726,-3.1415606,-7.0883904,16.508406,0.014090642,-0.00316721,0.030615712,2.2747953,2.4680073,0.11037037,0.12426023,0.27807692,0.42043945,-40.465553,0.600000024,6,1,0,1
18,./voice\sun_maru_23\condition2\c12.wav,0 days,0 days 00:00:12,22.747766,0.34762138,16.615276,20.941717,27.8392,11.223923,291.62213,207.54163,129.75159,29.828083,0.1253539,1.2255679,0.05355891,0.066874675,0.13721763,0.08365872,3.5687854,4.800495,1.789741,1.7913146,0.04995823,4.3909907,5.3740582,2.443833,12.197579,0.759704,-1.3257158,-7.7042294,4.4582243,1.8439631,0.101036124,1.1660678,3.2212114,0.53093123,-4.2683997,-1.2159233,-3.9557517,-11.860629,16.520363,2.500962,559.8049,0.34143662,1313.9459,0.21734549,-182.37521,-0.30173278,1596.8325,0.1711326,980.6249,0.41959354,-182.06647,-0.29219672,2650.7307,0.11372733,924.9989,0.39922377,-182.85463,-0.27862835,-14.838549,-0.69139916,27.06658,0.39725628,0.035999615,0.9897917,-0.019138068,-0.83055043,0.2612565,2.3510244,25.753597,0.5672732,13.049865,1.2561185,0.31387067,56.023518,4.3848867,2.9863834,-6.578812,15.990204,0.012784102,-0.002516663,0.024718015,1.000834,1.3411568,0.07,0.04650269,0.7464286,0.6901719,-43.03521,0.699999988,4,1,0,1
18,./voice\sun_maru_23\condition2\c13.wav,0 days,0 days 00:00:11,29.024157,0.24371609,21.745941,30.857136,34.787487,13.041546,254.52481,308.07852,159.0774,163.97853,0.096576884,0.78990906,0.04890603,0.061086874,0.13724843,0.0883424,2.5221238,1.9591,1.7886696,1.5260133,0.03236134,1.717379,10.321227,1.3179449,13.478274,0.8169361,2.0061274,5.1433315,3.0224228,2.5039966,0.04962002,1.1795033,1.6633675,0.8492729,3.9832964,1.6992491,3.0804486,8.536337,29.321291,0.973199,611.99066,0.32626107,1316.3508,0.22313246,-163.43788,-0.4314683,1703.3108,0.15906036,940.72424,0.30002838,-163.89055,-0.40586755,2840.617,0.09987771,950.5731,0.49837807,-165.88522,-0.3773746,-22.608772,-0.48442703,35.56781,0.34208772,0.03519947,0.89473486,-0.023390127,-0.6615754,0.094336726,0.8357083,29.44393,0.39678448,22.350397,0.62274945,5.51545,2.6610053,3.1702816,3.1252708,-8.421293,18.662273,0.00408338,-0.004493943,0.015153804,2.1838036,1.8281536,0.111,0.11523455,0.43736842,0.6212622,-46.502865,0.200000003,6,1,0,1
18,./voice\sun_maru_23\condition2\c14.wav,0 days,0 days 00:00:13,20.673246,0.27184752,15.533936,19.578848,24.513601,8.979666,228.6161,187.46523,146.06433,139.65306,0.12838873,1.058487,0.05017881,0.06548518,0.17682716,0.12664835,3.8486803,2.7107568,3.1995578,3.9903414,0.07709995,2.1298773,11.565989,1.2511526,12.82579,0.74455345,-1.4952737,-7.712795,1.0660301,8.545028,0.09702645,1.1897082,2.2988505,0.7154756,-1.8916868,-2.4291167,-16.610165,-2.5373013,13.171459,3.5654433,616.7305,0.3105315,1342.6589,0.12694222,-157.05437,-0.520953,1615.576,0.17189012,1065.4408,0.30711734,-158.93242,-0.48360693,2797.2754,0.10331792,908.03326,0.4040199,-161.5526,-0.44526184,-20.1281,-0.4797926,35.282513,0.30976325,0.060437586,0.6008427,-0.02609252,-0.61536795,0.28008366,0.88429326,33.05829,0.34322014,20.423914,0.57588273,-3.3986256,-4.285805,-2.4699714,-4.590028,-7.6882772,18.108643,0.009435982,-0.00422043,0.019081742,1.7705928,1.6228749,0.123809524,0.11294651,0.4070833,0.7069033,-41.778984,0.800000012,10,1,0,1
18,./voice\sun_maru_23\condition2\c15.wav,0 days,0 days 00:00:11,27.30463,0.30795515,18.030762,29.875809,32.884174,14.853413,223.28151,143.38412,218.69812,223.81288,0.122468874,0.7070027,0.063024126,0.091696896,0.1675096,0.104485475,2.404135,1.9945632,2.3125732,3.235209,0.03909407,1.8129268,8.939996,1.5442415,12.99218,0.8482234,-1.0102566,-13.030255,2.2257488,3.6350956,0.07155719,1.4489748,2.1375782,0.72563577,2.3571787,3.01197,0.024993815,1072.9705,27.52174,1.0208552,626.07996,0.3218064,1314.8433,0.16105825,-168.49998,-0.4054582,1669.8959,0.1606697,1041.2704,0.29835695,-168.11725,-0.3853693,2806.9617,0.10203585,831.0218,0.4572363,-169.66669,-0.36404383,-20.614923,-0.50650907,33.5201,0.32338715,0.035442825,0.8149387,-0.022763392,-0.7188697,0.09518431,0.71378464,28.03172,0.44040442,21.558422,0.6101236,4.954301,2.9909701,2.796702,3.3735116,-6.239356,14.774946,0.017851494,-0.004828799,0.02600553,2.456779,1.8298262,0.0905,0.09107552,0.4542105,0.4931565,-47.346096,-0.100000001,6,1,0,1
18,./voice\sun_maru_23\condition2\c16.wav,0 days,0 days 00:00:11,22.183794,0.35461625,16.131481,19.902235,27.656239,11.524757,437.59866,611.8822,216.14474,146.0233,0.108861126,1.0439264,0.05050833,0.06420338,0.14747939,0.09697105,5.727212,9.889252,3.8492646,4.045171,0.053653497,3.051813,9.666283,1.2067945,9.868676,0.9264136,2.321656,3.8378718,1.0765247,8.784105,0.12675118,1.1254392,3.1873746,0.505474,-3.498862,-1.455851,-28.648838,-1.9688427,-3.8889322,-15.826714,578.2941,0.35387525,1306.7538,0.19657917,-167.80661,-0.42668942,1611.8839,0.17404526,1026.9873,0.28338903,-168.12398,-0.40184298,2723.615,0.10675054,912.0707,0.55597883,-169.49327,-0.38094366,-17.252768,-0.5777329,29.71537,0.37403765,0.046392456,0.61185604,-0.022410639,-0.76287377,0.16879916,1.1472695,26.737482,0.5392995,15.949273,0.74943006,0.9490957,13.62602,-4.0831428,-2.8428867,-7.950232,17.731432,0.008775519,-0.003156653,0.027353622,1.8198363,1.9195613,0.08809523,0.075253166,0.41285712,0.52275044,-45.632458,0.200000003,2,1,0,1
18,./voice\sun_maru_23\condition2\c17.wav,0 days,0 days 00:00:13,25.406658,0.21294904,20.231373,26.269207,29.091711,8.860338,199.4372,192.96391,157.1915,175.84642,0.18368952,1.603401,0.055745542,0.12484019,0.2534713,0.19772574,5.209539,7.538094,6.467566,9.267183,0.099223,3.7219992,11.362687,1.4417753,11.973116,0.98181576,0.9225267,13.657816,1.2889358,8.17828,0.04999808,1.7328668,1.7456071,0.75350076,1.8916817,2.9612448,3.009684,7.635306,30.334377,0.8515722,654.7853,0.315065,1306.3765,0.19440089,-149.76317,-0.55238533,1695.6274,0.16264173,964.46423,0.37424412,-151.7684,-0.50945,2834.9326,0.09568704,854.14,0.42559707,-154.13007,-0.47628665,-20.07586,-0.45066392,32.969234,0.3287008,0.044995062,0.70620435,-0.027235707,-0.66588444,0.20761813,2.4865882,30.878365,0.4188129,18.725386,0.68518263,3.655603,4.5043674,-2.082559,-6.7809243,-6.270161,14.946854,0.013790233,-0.004126766,0.057269845,0.6158584,2.0108275,0.12769231,0.10814193,0.34884617,0.5444569,-36.42145,0.200000003,10,1,0,1
18,./voice\sun_maru_23\condition2\c18.wav,0 days,0 days 00:00:12,24.506405,0.2779376,17.714497,24.80718,30.570007,12.855511,346.3035,555.7419,252.28966,269.08746,0.15659751,0.85438067,0.062240876,0.11590304,0.21709862,0.15485775,4.917211,4.750974,3.159019,2.8813453,0.07145607,1.6294694,10.906773,1.3642557,12.215265,0.88071483,1.4355692,7.3340244,0.30764833,32.0745,0.07221393,1.2529167,2.174119,0.6465072,-1.2665013,-4.5998297,-6.75846,-5.4156485,17.662216,2.3610036,576.5151,0.33876857,1305.6343,0.20098527,-149.68483,-0.53996795,1610.8972,0.15834045,996.6839,0.2793049,-150.09232,-0.5085172,2702.3357,0.107619874,893.7618,0.44977105,-152.12074,-0.48022968,-16.928356,-0.5370131,28.613924,0.40079072,0.041876134,0.73970026,-0.022370093,-0.83453995,0.14773525,1.0197998,25.538843,0.55207276,16.548433,0.7691878,1.7164323,7.60066,-0.73442155,-16.519785,-6.7903447,15.175521,0.017149707,-0.00506743,0.040504064,2.9190993,2.8475714,0.08882353,0.06309492,0.23057142,0.3018509,-45.212345,-0.200000003,0,1,0,1
18,./voice\sun_maru_23\condition2\c19.wav,0 days,0 days 00:00:11,26.023361,0.24658656,19.093622,27.20725,30.586256,11.492634,364.19504,512.4486,206.59216,137.82797,0.13447796,1.0280094,0.0505343,0.066330336,0.21969673,0.16916242,4.0590534,3.7486453,2.3700247,2.151043,0.06872752,2.1270297,13.984343,1.1533101,11.018687,0.80578923,-0.64599836,-17.795044,0.5662469,14.875353,0.1000375,1.6407473,2.0538158,0.74859774,0.85679084,7.2720127,3.2903786,5.5601373,33.44851,0.47316986,638.0235,0.26859543,1348.8005,0.15795638,-144.93999,-0.5882851,1585.6355,0.12918153,1024.5991,0.3150483,-146.68579,-0.5463144,2770.3667,0.09605416,875.58203,0.43338212,-150.64105,-0.49301752,-18.26945,-0.4844812,34.36557,0.25978965,0.05154574,0.54161924,-0.023294436,-0.6883814,0.1790223,0.92316777,34.1697,0.35669082,15.792294,0.7954123,-3.7401,-4.346434,-2.9325953,-3.8154893,-8.1818,18.929886,0.006694835,-0.003124679,0.019942487,1.8198363,1.6453383,0.17833334,0.14205827,0.48799998,0.5929383,-42.499813,0.300000012,6,1,0,1
18,./voice\sun_maru_23\condition2\c20.wav,0 days,0 days 00:00:13,25.432306,0.35217163,16.580532,25.547203,33.486153,16.90562,393.4114,495.41223,255.2609,344.53757,0.12192701,1.2377639,0.050156876,0.058359545,0.14005776,0.08990088,5.658244,5.77752,4.2129707,5.1560907,0.06897247,2.165261,10.468369,1.3557781,11.02324,0.8424564,3.6580076,2.7419193,3.2395551,3.2083378,0.098705254,1.3968939,2.0499883,0.7729747,0.14474517,42.0271,-7.215742,-5.9213104,19.44703,2.3595476,552.1239,0.36848637,1366.9572,0.17001149,-163.7675,-0.44233733,1573.1741,0.1740626,1032.8561,0.26567644,-164.02635,-0.41776443,2683.6475,0.109411746,937.74274,0.39827046,-165.95517,-0.38979262,-20.492195,-0.45985594,34.011326,0.3339154,0.044550903,0.87418807,-0.02259184,-0.8514525,0.22143447,1.0446362,30.971659,0.44202322,17.916798,0.76286316,3.4272332,4.5811324,1.5622245,10.062265,-8.333837,18.62237,0.004226712,-0.002334692,0.027527548,1.8475751,2.241113,0.085172415,0.0946726,0.36407405,0.5130032,-42.217163,-0.899999976,2,1,0,1
18,./voice\sun_maru_23\condition2\c21.wav,0 days,0 days 00:00:11,25.745768,0.4714191,16.41,21.848722,32.28376,15.87376,540.3135,1102.2638,157.07166,118.385254,0.15451603,1.3229122,0.05176363,0.083453886,0.21261612,0.16085249,3.4832933,4.475046,2.9526465,2.7002532,0.09723842,3.666378,9.416581,1.898774,13.959744,0.9052602,3.6589792,2.832069,0.6484931,16.087605,0.15819758,1.4001904,2.1864889,0.61615837,-1.1383995,-5.6843143,-10.289929,-3.9884756,14.989692,3.1374388,631.2367,0.3071891,1288.0929,0.17158848,-158.47855,-0.48144138,1670.286,0.17504425,918.39386,0.246637,-158.5857,-0.46372795,2809.6377,0.09395186,832.5563,0.411114,-158.25577,-0.45254168,-17.059053,-0.80180144,28.352913,0.58341646,0.043045208,0.7576351,-0.023991128,-0.55463,0.24970903,1.8617547,26.036247,0.81153166,19.184826,0.66915387,6.2351866,2.1987278,1.5717648,8.066427,-6.516753,15.654531,0.015300421,-0.005747433,0.04367723,1.1828935,2.1937845,0.10791667,0.10169313,0.32625,0.46906653,-37.33914,0.300000012,8,1,0,1
18,./voice\sun_maru_23\condition2\c22.wav,0 days,0 days 00:00:11,23.609121,0.34271818,16.00912,20.710556,32.02468,16.01556,340.61,409.83383,355.8596,490.87006,0.1005426,1.3263929,0.05179286,0.05747709,0.09123817,0.03944531,5.462751,5.7351003,2.9688725,2.0053937,0.064163774,3.5856533,7.7163897,1.5361214,11.011331,0.6380763,5.4262376,1.4701195,3.2225213,2.4256072,0.14828588,1.2598194,3.6469963,0.4331961,-2.8940406,-1.7892555,-16.980566,-3.0980299,3.3348444,16.824883,611.61444,0.28901482,1328.4752,0.18378475,-175.83424,-0.35623246,1661.3674,0.120822854,1055.9392,0.3680725,-176.32088,-0.3371761,2701.3403,0.09175438,997.6427,0.45785668,-177.14838,-0.32338583,-18.967104,-0.48537412,31.053116,0.33895195,0.036737263,0.98996145,-0.020721385,-0.7122527,0.34526405,1.4845662,28.607056,0.50464386,15.65487,0.71176565,7.980677,1.8219571,5.031061,2.115868,-8.119713,17.60193,0.005019727,-0.002320408,0.017820818,1.0919018,1.3711152,0.094,0.07829857,0.614,0.93552697,-41.850334,-0.400000006,0,1,0,1
18,./voice\sun_maru_23\condition2\c23.wav,0 days,0 days 00:00:13,25.215452,0.41325185,15.707744,23.19635,33.469624,17.761879,390.01883,161.89964,385.96317,222.00392,0.11269339,1.1216023,0.052951925,0.064399414,0.14419904,0.09124712,4.7759943,4.988346,3.2919266,2.5546973,0.040463388,2.926396,5.7586203,1.5818021,8.655506,1.1101048,3.1810884,3.1435776,2.2453136,3.2379022,0.1655697,0.9407546,2.8250792,0.57951236,-3.376818,-1.6657493,-9.258152,-4.656472,6.539476,6.5662665,625.9224,0.3110269,1245.8217,0.16270606,-186.25441,-0.25879356,1704.6896,0.13967247,944.9438,0.37333786,-184.84198,-0.26332557,2768.6375,0.100000896,873.70856,0.25428107,-185.39749,-0.2524324,-13.194295,-0.81887114,25.63633,0.35692415,0.03030702,0.7507373,-0.011298111,-1.7664797,0.14319208,1.0424281,21.69482,0.4978543,11.355378,1.2741034,3.976948,4.6439476,3.021883,3.4508395,-6.5493803,15.555447,0.01303956,-0.001422237,0.029880857,1.308699,1.1591964,0.068,0.06715157,0.6811764,0.96372986,-47.525234,0.899999976,2,1,0,1
