18,./voice\sun_maru_23\condition4\c03.wav,0 days,0 days 00:00:11,23.97784,0.26814756,16.701828,24.57416,29.539043,12.837215,374.51855,456.8244,193.23796,191.09796,0.13614844,0.9880811,0.052005224,0.075577796,0.20546542,0.1534602,4.0643525,3.2176487,4.2032905,4.2563887,0.067751,1.9552737,11.588518,1.0875894,10.030577,1.0471436,0.3080598,34.17987,-2.5198345,-4.104372,0.08138051,1.2435056,2.4887161,0.59778816,-0.7844447,-6.484081,-4.3018975,-6.771754,22.216896,1.4209675,573.8102,0.33116874,1329.9508,0.15874785,-158.95816,-0.48550013,1568.4951,0.16376838,1014.7039,0.2808114,-160.26393,-0.45226353,2718.4873,0.08740542,802.2979,0.4757263,-162.34013,-0.4233189,-15.410069,-0.51898074,27.927032,0.34376046,0.051150117,0.59143144,-0.020309916,-0.65269536,0.19705649,0.909067,27.298046,0.45535466,16.302258,0.8877879,-1.070202,-13.582239,-4.302352,-2.7806067,-7.1248007,17.184742,0.015493157,-0.004456279,0.03130076,2.1838036,2.3787742,0.08038461,0.07567546,0.29285714,0.4871994,-44.092426,-0.400000006,10,1,1,1
18,./voice\sun_maru_23\condition4\c04.wav,0 days,0 days 00:00:11,23.075775,0.28207526,16.73625,22.293262,29.249222,12.512972,465.9465,584.36304,194.69826,214.97516,0.14372323,0.87396455,0.049886476,0.09466525,0.22711515,0.17722867,3.319487,2.465978,3.1114259,2.7927732,0.08165989,1.6243967,16.347738,0.8961684,10.66733,1.0361006,-1.1138479,-11.581847,0.73439497,15.23962,0.14411801,1.2648412,2.4449608,0.7122498,-2.0364735,-2.4256647,-1.9735136,-12.021399,27.185854,0.9386727,594.4564,0.34992188,1368.0609,0.16532683,-136.26242,-0.6438735,1564.8617,0.18043667,1073.7191,0.3533059,-138.36108,-0.59702307,2705.7366,0.110239685,919.03467,0.43490312,-142.26259,-0.5425491,-16.318058,-0.49734545,31.489248,0.30290237,0.043778595,0.7888819,-0.02340975,-0.7719578,0.17557015,0.98776037,30.251728,0.42850763,14.986427,0.7900886,-4.655493,-3.2063353,-2.996838,-4.6659513,-8.397612,20.365112,0.006028868,-0.002505889,0.030486578,3.00273,3.3851786,0.09378377,0.11004547,0.195,0.28196004,-43.842842,-0.899999976,10,1,1,1
18,./voice\sun_maru_23\condition4\c05.wav,0 days,0 days 00:00:13,21.311697,0.21159153,16.54597,22.650951,25.054575,8.508604,165.11363,152.46123,258.93564,376.1498,0.094383955,0.8072365,0.048695393,0.057486784,0.12680754,0.07811215,2.6830668,2.1787162,2.0054903,2.0658386,0.03812225,1.8114353,10.401064,1.1824661,11.518354,0.83792096,3.9001713,2.585681,1.7321084,4.951356,0.09323416,1.390764,2.6598444,0.57823765,-1.2523475,-3.403146,-5.183512,-5.9205265,26.586535,1.2906246,611.31555,0.32552367,1343.8944,0.15077981,-160.37631,-0.48321044,1653.82,0.18346623,1103.5071,0.34696448,-162.2675,-0.44531393,2751.1387,0.101616405,858.695,0.37155956,-163.87941,-0.42176956,-20.040602,-0.47569174,33.574432,0.2927364,0.042011652,0.7701904,-0.019717531,-0.70180285,0.12642281,0.77662075,28.735155,0.36042687,19.878126,0.63755685,2.175646,7.177824,-2.167639,-5.2306437,-8.43045,18.791285,0.002213293,-0.001945302,0.014250401,2.848345,1.7001547,0.11363636,0.09636792,0.415,0.52036846,-49.51541,0.300000012,6,1,1,1
18,./voice\sun_maru_23\condition4\c06.wav,0 days,0 days 00:00:12,21.574123,0.22653174,16.996994,21.108128,26.183622,9.186628,281.22287,277.1648,220.02357,161.59903,0.097888835,1.3476601,0.04924383,0.05550326,0.11385138,0.06460755,3.6614654,6.0899973,2.3316805,3.9912066,0.039706994,4.1618743,8.326559,1.3205088,9.300472,0.85429955,1.9388309,5.58743,1.1250216,7.2094135,0.16791767,1.2418134,2.0082667,0.5808096,-2.3803053,-1.9973396,-14.623565,-3.439591,11.240162,4.820774,549.73895,0.32166559,1319.1514,0.1644166,-175.80356,-0.35409158,1531.0466,0.14911638,996.3311,0.25831655,-176.88322,-0.33372602,2651.0544,0.10192177,870.466,0.35508657,-178.10886,-0.31338254,-16.777214,-0.46760434,29.50256,0.31724563,0.04892703,0.64252526,-0.021363702,-0.6400769,0.19477083,2.0836334,27.796919,0.38986313,13.809095,0.9390976,-1.371289,-9.219098,-2.627614,-3.7909698,-7.6258316,18.455091,0.006397451,-0.001763818,0.015883505,0.75062555,1.5088015,0.07777777,0.07575953,0.5947059,0.61364025,-43.941677,-0.300000012,6,1,1,1
18,./voice\sun_maru_23\condition4\c07.wav,0 days,0 days 00:00:11,26.40821,0.32224604,18.227676,26.286304,31.905144,13.677467,242.49069,286.3116,161.87396,170.59773,0.13633376,0.83023036,0.050837837,0.082450785,0.22194588,0.17110804,3.6750755,3.1776123,2.853406,2.4398603,0.06300185,1.8357615,12.720313,1.1048044,10.902881,0.90990776,3.994036,2.6276927,0.5522585,21.316086,0.0947724,1.168666,2.1700833,0.6171579,-0.17832078,-30.758596,-0.57808435,-45.417206,22.060997,1.3175491,582.9072,0.37294737,1304.888,0.20730524,-151.3956,-0.53766173,1588.3175,0.15896112,978.7292,0.31516734,-150.66858,-0.51673967,2665.9685,0.10347902,880.3999,0.45861474,-152.70757,-0.4866064,-16.313488,-0.61960155,28.445524,0.4761403,0.04596618,0.8236998,-0.022256112,-0.65680116,0.15510742,1.0894594,27.585548,0.50874263,13.174627,1.0775964,2.8645487,4.9186883,2.6076171,4.832743,-8.206105,17.151867,0.014056543,-0.005529614,0.02757982,3.2757053,2.285192,0.1088,0.077888116,0.28,0.540521,-44.03612,0.899999976,10,1,1,1
18,./voice\sun_maru_23\condition4\c08.wav,0 days,0 days 00:00:12,26.20642,0.33984113,16.005562,27.315987,33.65053,17.64497,212.72147,127.45199,349.44595,666.7674,0.12960398,0.95461106,0.04954618,0.06656901,0.20313427,0.15358809,3.1226645,2.440275,2.4058235,1.8965973,0.06788581,1.6873132,13.8257885,1.0668851,11.157085,0.8366672,2.3245296,4.8745646,0.5083366,21.542126,0.12587422,1.384607,2.2828074,0.5765105,0.90915084,6.805828,-6.7930818,-5.425088,21.629936,1.8547693,620.93604,0.31717515,1374.985,0.19350065,-149.21649,-0.55476457,1612.7979,0.18351384,1033.5309,0.3198379,-150.314,-0.5154555,2781.0212,0.104026966,949.33527,0.44334948,-153.22171,-0.47533005,-19.720198,-0.44719565,35.223473,0.2882459,0.050967023,0.6623029,-0.025507823,-0.7026911,0.18655899,0.7808653,32.359547,0.36047733,17.949501,0.6291406,-0.8882602,-18.254032,-4.257913,-3.49841,-8.237134,18.722734,0.010212374,-0.002621151,0.019392686,2.4186823,2.0100503,0.13416667,0.1086246,0.3268,0.45394027,-43.790146,0.200000003,10,1,1,1
18,./voice\sun_maru_23\condition4\c09_00.wav,0 days,0 days 00:00:12,24.398754,0.29612333,17.071625,25.352503,29.036537,11.964912,407.87372,484.66214,356.54315,403.5909,0.15505412,0.8836668,0.0567173,0.114415206,0.23474032,0.17802301,4.148233,6.752489,1.8309823,1.6134756,0.060057264,1.6935625,10.354049,1.4421469,10.469395,1.1408049,-0.02333199,-547.1082,-3.2304647,-3.2069275,0.065932274,1.2917287,1.9057987,0.57785773,-0.4335446,-10.83432,-2.9199898,-11.013129,23.980324,1.3934885,565.7844,0.33936736,1309.4648,0.19201992,-147.48085,-0.569793,1586.6525,0.16686337,980.00037,0.32058704,-149.22923,-0.5310954,2694.7734,0.10637171,872.72186,0.45615664,-151.81546,-0.49454165,-15.996179,-0.64829814,27.631546,0.43168318,0.050416563,0.656749,-0.021826074,-0.7913543,0.12232305,0.7683877,25.275652,0.54954284,15.400588,1.0307575,0.69503826,22.927654,-3.088315,-3.463008,-4.7518563,13.8279915,0.016781436,-0.003587925,0.035835575,1.9182652,2.9362416,0.08571428,0.06608591,0.23371428,0.3080546,-46.16837,-0.200000003,2,1,1,1
18,./voice\sun_maru_23\condition4\c09_01.wav,0 days,0 days 00:00:12,24.936356,0.29138213,16.805729,28.388046,30.450315,13.644587,405.18082,370.27982,216.4385,248.94846,0.10195606,0.8393335,0.053071655,0.061709467,0.14221935,0.089147694,2.9860036,2.4728117,1.9289699,1.5016171,0.03534253,1.8214296,9.329587,1.437576,13.254253,0.72888523,4.9969745,1.6935798,-0.15793483,-64.49402,0.07567485,1.5652006,1.8098443,0.70675933,1.7292762,3.6482968,-1.5766151,-14.767504,29.594456,0.93658525,587.34247,0.35999176,1345.0796,0.16860893,-163.45741,-0.4526563,1657.8003,0.1998399,1064.7365,0.3060161,-164.38617,-0.41886723,2794.074,0.11096276,847.04596,0.39097384,-165.97179,-0.3965889,-23.008722,-0.35942712,35.197956,0.2702684,0.03939204,0.81587607,-0.027780684,-0.60352504,0.10974481,0.8116385,29.962496,0.40526542,25.447752,0.3983055,5.4168286,2.530826,-2.285544,-5.4964437,-7.428035,16.703197,0.009028278,-0.002262286,0.01571968,1.9182652,1.4237857,0.13882352,0.1493469,0.53999996,0.8521046,-48.168613,-0.300000012,10,1,1,1
18,./voice\sun_maru_23\condition4\c10.wav,0 days,0 days 00:00:11,22.682644,0.2356056,17.790537,22.346634,26.725723,8.935186,345.28888,367.44534,276.48178,254.72829,0.105549835,0.9358157,0.05222125,0.061839852,0.14102545,0.0888042,3.4210582,3.8478801,1.9702291,1.5777346,0.038056355,2.2674782,7.701422,1.6105888,10.373554,0.74887043,2.1281261,4.580134,-0.7596306,-14.7069025,0.12523724,1.466861,2.2184076,0.7997497,-2.8642836,-1.350552,-5.606321,-5.318927,21.11768,1.559884,607.848,0.35520443,1348.0087,0.14266045,-172.89746,-0.38091803,1591.9395,0.17144206,1023.97095,0.21724942,-172.94376,-0.36764875,2719.806,0.103743345,892.5085,0.46792468,-174.55597,-0.34176388,-15.047331,-0.44927323,28.492798,0.3165793,0.05158276,0.57990086,-0.019617524,-0.72820354,0.15956,1.0146371,28.23628,0.4144039,12.474791,0.92369306,-4.985527,-2.7434397,-4.2128897,-3.132342,-6.665828,16.099304,0.010096837,-0.003158719,0.016032571,1.9108281,1.6453383,0.08388889,0.055190466,0.50277776,0.83434474,-48.515404,-0.800000012,10,1,1,1
18,./voice\sun_maru_23\condition4\c11.wav,0 days,0 days 00:00:13,27.015652,0.32657912,18.611065,25.678802,34.628914,16.017849,333.03827,387.94144,244.05183,186.69312,0.16124491,0.94385976,0.054437928,0.09916785,0.25593093,0.201493,4.4525332,5.1164227,3.2435164,2.736836,0.101804085,1.8163123,15.888331,0.9687719,14.688647,0.70841444,-0.10111341,-109.398384,-5.937847,-2.301328,0.08059991,1.1846735,2.0123844,0.756,0.3918868,17.33214,-3.5077457,-9.456397,24.68699,1.4668926,626.74536,0.29874942,1295.8695,0.22817928,-133.55061,-0.6659023,1683.86,0.17930236,999.9076,0.31645077,-136.52277,-0.5993319,2821.8438,0.1074206,892.18066,0.42720857,-139.74527,-0.55510896,-20.365671,-0.5272176,32.62569,0.38970676,0.06543143,0.5784418,-0.03170462,-0.6482642,0.22584009,1.1254716,29.648626,0.4809729,17.857462,0.74755305,-3.153224,-4.467551,-11.789642,-1.3868729,-9.290487,18.371147,0.024445169,-0.008632574,0.031789325,2.3094687,3.3230295,0.09930233,0.08221909,0.22085714,0.25392205,-40.90661,0.899999976,10,1,1,1
18,./voice\sun_maru_23\condition4\c12.wav,0 days,0 days 00:00:11,25.233772,0.3108401,17.019007,26.255898,30.252472,13.233465,694.2333,975.86316,312.2518,297.99353,0.15941612,1.316237,0.04937439,0.08900086,0.2349084,0.18553402,5.8102274,5.21427,2.557662,2.7361627,0.08018002,2.7114437,14.035741,1.0310942,10.767413,1.0286033,0.616342,21.15857,0.94220656,12.891902,0.09922961,1.6590697,1.9458281,0.7083829,0.0477129,112.92404,-8.348588,-4.3585076,17.91439,2.1920826,616.90295,0.3603971,1321.4718,0.19655408,-136.69046,-0.6587292,1614.0145,0.17132483,1027.7281,0.5352745,-137.74039,-0.6184245,2776.7112,0.10364725,926.9887,0.47731122,-141.48349,-0.56375825,-14.876567,-0.6168056,28.695623,0.38298026,0.052854847,0.6643758,-0.021059478,-0.86512655,0.14805734,0.76571566,27.992283,0.4765869,14.415254,1.0653166,-2.1184528,-7.874633,-3.4719822,-4.584844,-7.6053376,18.290966,0.01354891,-0.001301059,0.043752294,0.7279345,2.5641026,0.12464286,0.12582533,0.29565218,0.41763127,-41.20573,-0.5,8,1,1,1
18,./voice\sun_maru_23\condition4\c13.wav,0 days,0 days 00:00:12,24.047829,0.18655883,20.492281,25.419485,27.066917,6.5746365,231.30289,275.91742,298.8851,401.03973,0.11927703,0.8584625,0.052811738,0.07401601,0.1784854,0.12567365,2.781883,2.314625,2.0955427,1.2248856,0.043766424,1.4940158,12.643629,1.1852422,12.636955,0.7298126,1.7546242,6.003572,-0.047075402,-232.47351,0.0715474,2.0519304,1.773249,0.7806558,1.8961536,2.6955636,1.1709255,22.34545,32.603832,0.8950856,612.1522,0.32848307,1313.1011,0.17711811,-146.41045,-0.5827305,1612.8439,0.17945322,966.1452,0.3573202,-149.34894,-0.53439736,2817.9312,0.102793254,833.40063,0.47264028,-152.8267,-0.48496282,-19.403133,-0.40584216,33.100735,0.26501763,0.049360532,0.74300164,-0.028286196,-0.6389737,0.11378569,0.70400876,31.332191,0.37712327,17.855871,0.690262,-1.9322124,-7.5054574,-4.6604776,-2.9930978,-7.887922,17.5427,0.008490739,-0.002592954,0.015995158,2.2518766,1.927913,0.13652174,0.11649253,0.3938095,0.8376013,-46.14615,0.100000001,8,1,1,1
18,./voice\sun_maru_23\condition4\c14.wav,0 days,0 days 00:00:14,25.957531,0.25503138,18.01292,27.067001,32.46105,14.448128,227.39275,314.0874,291.92017,270.71664,0.107857965,0.885693,0.04891592,0.06430127,0.15073812,0.1018222,2.7021356,2.2273006,1.7398708,1.350781,0.04884099,1.73622,11.729428,1.191125,12.41089,0.769616,3.5980635,2.9179826,1.5830585,5.675227,0.07288029,1.5300374,2.0748255,0.7303332,1.0115784,6.4338546,1.8048888,14.076594,30.847076,0.84797055,595.3348,0.30968842,1283.7943,0.17131776,-157.2502,-0.49529147,1674.9246,0.16793521,952.67285,0.33189124,-159.24214,-0.44955227,2772.9048,0.10706764,870.01074,0.3980677,-160.97849,-0.4262782,-22.172394,-0.43435803,33.275585,0.3416192,0.05100538,0.7573435,-0.029020825,-0.5518105,0.14630254,0.7817054,30.509125,0.420719,20.929018,0.55304366,6.5159636,2.2967613,-1.0847483,-10.882601,-8.284754,18.547506,0.005815265,-0.003699506,0.015963115,2.5732667,2.0158389,0.11107142,0.07956754,0.3751852,0.7142122,-44.67648,0.600000024,10,1,1,1
18,./voice\sun_maru_23\condition4\c15.wav,0 days,0 days 00:00:11,23.343027,0.284478,16.573496,23.43158,29.59095,13.017454,360.11795,289.98123,320.0062,397.6664,0.10203792,0.7794293,0.049628276,0.063589215,0.14636523,0.09673695,2.5727232,1.788021,2.0889785,1.9512979,0.044481244,1.8153738,11.085192,1.1360925,10.844973,0.8424603,3.0978875,3.4356275,2.867923,3.5034623,0.096407235,1.257429,2.3635147,0.6525682,-0.58037937,-10.587426,-12.137558,-3.859579,12.163044,3.9962935,596.8257,0.31219366,1301.7709,0.1522113,-163.25916,-0.443716,1617.5626,0.13995486,935.104,0.2670584,-164.99886,-0.4120898,2717.4092,0.09703004,897.8425,0.41557068,-166.7525,-0.38679835,-18.764956,-0.532028,31.338076,0.32709423,0.042278834,0.9015194,-0.01883067,-0.8430802,0.1313015,0.9449801,27.055494,0.47171795,17.271341,0.71091616,3.9457886,3.705043,5.2278852,2.173671,-8.516924,19.213697,0.005511339,-0.004140112,0.021861706,2.8207462,2.1023767,0.08652174,0.090005256,0.338,0.4311844,-46.921825,-0.600000024,8,1,1,1
